SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
1236,MATR3,TARDBP,P43243,Q13148,No 3D Structure,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
1237,GSK3B,PSEN1,Q5YJC2,A0A024R6A3,No 3D Structure,No 3D Structure
1238,DESI1,UBQLN1,Q6ICB0,Q8R317,3EBQ,No 3D Structure
1239,TRAF2,TRAF6,Q12933,B6CJY4,"1CA4, 1CA9, 1CZY, 1CZZ, 1D00, 1D01, 1D0A, 1D0J, 1F3V, 1QSC, 3KNV, 3M06, 3M0A, 3M0D, 8T5Q",No 3D Structure
1240,ARAF,RAF1,P10398,A7E3S4,"1WXM, 2MSE, 9AXM",No 3D Structure
1241,VCP,HDAC6,P42660,Q9UBN7,No 3D Structure,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45"
1242,UBXN10,NPLOC4,Q96LJ8,Q8TAT6,No 3D Structure,"7WWP, 7WWQ"
1243,DYNC1I1,DYNC1LI2,O14576,O43237,No 3D Structure,"6F1T, 6F1Y, 6F38, 6F3A, 7Z8F, 7Z8I, 7Z8J, 7Z8K, 7Z8L, 8PR0, 8PR1, 8PR2, 8PR3, 8PTK"
1244,APP,MAPT,A2VEY9,P10636,No 3D Structure,"1I8H, 2MZ7, 2ON9, 3OVL, 4E0M, 4E0N, 4E0O, 4FL5, 4GLR, 4NP8, 4TQE, 4Y32, 4Y3B, 4Y5I, 5BTV, 5DMG, 5E2V, 5E2W, 5HF3, 5K7N, 5MO3, 5MP1, 5MP3, 5MP5, 5N5A, 5N5B, 5NVB, 5O3L, 5O3O, 5O3T, 5V5B, 5V5C, 5ZIA, 5ZV3, 6BB4, 6CVJ, 6CVN, 6DC8, 6DC9, 6DCA, 6FAU, 6FAV, 6FAW, 6FBW, 6FBY, 6FI4, 6FI5, 6GK7, 6GK8, 6GX5, 6H06, 6HRE, 6HRF, 6LRA, 6N4P, 6NK4, 6NWP, 6NWQ, 6ODG, 6PXR, 6QJH, 6QJM, 6QJP, 6QJQ, 6TJO, 6TJX, 6VH7, 6VHA, 6VHL, 6VI3, 6XLI, 7EYC, 7KQK, 7MKF, 7MKG, 7MKH, 7NRQ, 7NRS, 7NRT, 7NRV, 7NRX, 7P65, 7P66, 7P67, 7P68, 7P6A, 7P6B, 7P6C, 7P6D, 7P6E, 7PQC, 7PQP, 7QJV, 7QJW, 7QJX, 7QJY, 7QJZ, 7QK1, 7QK2, 7QK3, 7QK5, 7QK6, 7QKF, 7QKG, 7QKH, 7QKI, 7QKJ, 7QKK, 7QKL, 7QKM, 7QKU, 7QKV, 7QKW, 7QKX, 7QKY, 7QKZ, 7QL0, 7QL1, 7QL2, 7QL3, 7QL4, 7R4T, 7R5H, 7SP1, 7U0Z, 7UPE, 7UPF, 7UPG, 7YMN, 7YPG, 8AZU, 8BGS, 8BGV, 8BYN, 8CAQ, 8CAX, 8FNZ, 8FUG, 8FYU, 8G54, 8G55, 8G58, 8GCK, 8KDX, 8OH2, 8OHI, 8OHP, 8OI0, 8OP0, 8OPI, 8ORE, 8ORF, 8ORG, 8OT6, 8OT9, 8OTC, 8OTG, 8OTH, 8OTI, 8OTJ, 8P34, 8PII, 8PPO, 8Q27, 8Q2J, 8Q2K, 8Q2L, 8Q7F, 8Q7L, 8Q7M, 8Q7P, 8Q7T, 8Q88, 8Q8C, 8Q8D, 8Q8E, 8Q8F, 8Q8L, 8Q8M, 8Q8R, 8Q8S, 8Q8U, 8Q8V, 8Q8W, 8Q8X, 8Q8Y, 8Q8Z, 8Q92, 8Q97, 8Q98, 8Q99, 8Q9A, 8Q9B, 8Q9C, 8Q9D, 8Q9E, 8Q9F, 8Q9G, 8Q9H, 8Q9I, 8Q9J, 8Q9K, 8Q9L, 8Q9M, 8Q9O, 8QCP, 8QCR, 8QDV, 8QJJ, 8R3T, 8SEH, 8SEI, 8TTL, 8TTN, 8UQ7, 8V1N, 8WCP, 8ZWL, 8ZWM, 8ZX6, 9BBL, 9BBM, 9BXI, 9BXO, 9BXQ, 9BXR, 9CGX, 9CGZ, 9CZI, 9CZL, 9EO7, 9EO9, 9EOE, 9EOG, 9EOH, 9ERM, 9ERN, 9ERO, 9G13, 9GG0, 9GG1, 9GG6, 9H5G, 9H5J, 9HBB"
1245,BIRC2,RNF31,Q62210,Q96EP0,No 3D Structure,"2CT7, 4DBG, 4JUY, 4LJO, 4LJP, 4LJQ, 4OWF, 4OYJ, 4OYK, 4P09, 4P0A, 4P0B, 5EDV, 5LJN, 5X0W, 6GZY, 6KC5, 6KC6, 6SC5, 6SC6, 6SC7, 6SC8, 6SC9, 7TV4, 7UY2, 7UYJ, 7UYK, 7V8F, 7V8G, 8Z30, 8Z36, 9AZJ, 9B0B, 9B0Z, 9B12"
1246,HNRNPC,HNRNPU,P07910,Q8VEK3,"1TXP, 1WF2, 2MXY, 2MZ1, 3LN4",No 3D Structure
1247,CS,DLAT,A0A2P1GIW2,Q8BMF4,6RT8,No 3D Structure
1248,PSMD4,UBQLN1,O35226,Q8R317,No 3D Structure,No 3D Structure
1249,SRSF2,U2AF2,Q62093,P26368,No 3D Structure,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
1250,NEFH,NEFL,P12036,I6L9F6,No 3D Structure,No 3D Structure
1251,VDAC1,CYCS,Q9MZ16,P99999,No 3D Structure,"1J3S, 2N3Y, 2N9I, 2N9J, 3NWV, 3ZCF, 3ZOO, 5EXQ, 5O10, 5TY3, 6DUJ, 6ECJ, 6XNK"
1252,EIF4A3,SNRNP200,P38919,Q6P4T2,"2HXY, 2HYI, 2J0Q, 2J0S, 2J0U, 2XB2, 3EX7, 4C9B, 5MQF, 5XJC, 5YZG, 6ICZ, 6QDV, 6YVH, 7A5P, 7W59, 7W5A, 7W5B, 7ZNJ, 8C6J, 8I0W, 9FMD",No 3D Structure
1253,PSMD4,UBB,O35226,P0CG47,No 3D Structure,"2KHW, 2KWU, 2KWV, 2MBB, 2MRO, 2MSG, 2N13, 2Y5B, 3OJ3, 3PHD, 3ZLZ, 3ZNH, 4UEL, 4UF6, 4WHV, 4WLR, 4WUR, 4WZP, 4XOF, 4ZFR, 4ZFT, 4ZPZ, 4ZUX, 5BNB, 5CAW, 5CRA, 5CVM, 5CVN, 5CVO, 5D0K, 5D0M, 5DFL, 5DK8, 5E6J, 5EDV, 5EMZ, 5EYA, 5GJQ, 5GO7, 5GO8, 5GOB, 5GOC, 5GOD, 5GOG, 5GOH, 5GOI, 5GOJ, 5GOK, 5H7S, 5IBK, 5IFR, 5JG6, 5JP3, 5JTJ, 5JTV, 5K9P, 5KGF, 5KHY, 5KYC, 5KYD, 5KYE, 5KYF, 5L8H, 5L8W, 5L9T, 5LN1, 5LRV, 5LRW, 5LRX, 5M93, 5MNJ, 5N2W, 5N38, 5NL5, 5NLJ, 5NVG, 5O44, 5O6T, 5OHK, 5OHL, 5OHN, 5OHP, 5TOF, 5TOG, 5TUT, 5TXK, 5UJL, 5UJN, 5ULF, 5ULH, 5ULK, 5V1Y, 5V1Z, 5VEY, 5VF0, 5VNZ, 5VO0, 5VZM, 5VZW, 5W46, 5WFI, 5X3M, 5X3N, 5X3O, 5XBO, 5XDP, 5XK4, 5XK5, 5XPK, 5YDR, 5YIJ, 5YIK, 5YMY, 5YT6, 5ZBU, 5ZD0, 6A6I, 6ASR, 6BVA, 6BYH, 6C16, 6CP2, 6DGF, 6EI1, 6FDK, 6FGE, 6FTX, 6FX4, 6FYH, 6GLC, 6GZS, 6H4H, 6HEI, 6HEK, 6HPR, 6IF1, 6ISU, 6JB6, 6JB7, 6JMA, 6K4I, 6K9P, 6KOW, 6KOX, 6LP2, 6MSB, 6MSD, 6MSE, 6MSG, 6N13, 6NJ9, 6O96, 6OAM, 6OQ1, 6OQ2, 6PGV, 6PZV, 6QF8, 6QK9, 6QML, 6TBM, 6UD0, 6UH5, 6UYI, 6UYJ, 6XAA, 6XQC, 6XZ1, 7AHZ, 7AI0, 7AI1, 7AY2, 7BBD, 7BU0, 7CAP, 7DNI, 7DNJ, 7E8I, 7F7X, 7JMS, 7LYC, 7M2K, 7MC9, 7MEY, 7MYF, 7MYH, 7NBB, 7NPO, 7OJE, 7OJX, 7QO4, 7QO5, 7RBR, 7RMA, 7S6O, 7UD5, 7US1, 7UV5, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 7W3U, 7W54, 7XCR, 7XCT, 7YQK, 8A67, 8BS9, 8C07, 8C61, 8CMR, 8DMQ, 8DMS, 8DU4, 8EFW, 8EFX, 8EHO, 8F1F, 8G6G, 8G6H, 8G6Q, 8G6S, 8GRM, 8H1T, 8HQY, 8IC9, 8ITP, 8J1P, 8K0G, 8OYP, 8PP6, 8Q00, 8RQI, 8SN3, 8SN4, 8SN5, 8SN6, 8SN7, 8SN8, 8SN9, 8SNA, 8T2D, 8TXV, 8TXW, 8TXX, 8V25, 8V26, 8V27, 8V28, 8W31, 8WG5, 8XEP, 9AVT, 9AVW, 9AZJ, 9B0Z, 9B12, 9C5E, 9EMK, 9HNW"
1254,DDX5,DHX9,Q5R4I9,Q5R874,No 3D Structure,No 3D Structure
1255,UBQLN4,PSMC2,Q9NRR5,P35998,No 3D Structure,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1256,UBQLN4,PSMD12,Q9NRR5,O00232,No 3D Structure,"5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1257,STAT4,IL12RB2,Q14765,Q99665,No 3D Structure,"8XRP, 8YI7"
1258,SRC,TRAF6,Q1JPZ3,B6CJY4,No 3D Structure,No 3D Structure
1259,UBQLN4,PSMD11,Q9NRR5,O00231,No 3D Structure,"5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1260,IL6,JAK1,P26892,P23458,No 3D Structure,"3EYG, 3EYH, 4E4L, 4E4N, 4E5W, 4EHZ, 4EI4, 4FK6, 4GS0, 4I5C, 4IVB, 4IVC, 4IVD, 4K6Z, 4K77, 4L00, 4L01, 5E1E, 5HX8, 5IXD, 5IXI, 5KHW, 5KHX, 5L04, 5WO4, 6AAH, 6BBU, 6C7Y, 6DBN, 6ELR, 6GGH, 6HZU, 6N77, 6N78, 6N79, 6N7A, 6N7B, 6N7C, 6N7D, 6RSB, 6RSC, 6RSD, 6RSE, 6RSH, 6SM8, 6SMB, 6TPE, 6TPF, 6W8L, 8EXJ, 8S85"
1261,UBC,UBQLN1,P0CG48,Q8R317,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6I, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4",No 3D Structure
1262,JAK1,STAT6,P23458,P52633,"3EYG, 3EYH, 4E4L, 4E4N, 4E5W, 4EHZ, 4EI4, 4FK6, 4GS0, 4I5C, 4IVB, 4IVC, 4IVD, 4K6Z, 4K77, 4L00, 4L01, 5E1E, 5HX8, 5IXD, 5IXI, 5KHW, 5KHX, 5L04, 5WO4, 6AAH, 6BBU, 6C7Y, 6DBN, 6ELR, 6GGH, 6HZU, 6N77, 6N78, 6N79, 6N7A, 6N7B, 6N7C, 6N7D, 6RSB, 6RSC, 6RSD, 6RSE, 6RSH, 6SM8, 6SMB, 6TPE, 6TPF, 6W8L, 8EXJ, 8S85",No 3D Structure
1263,APOE,SNCA,P0DKW7,Q3T0G8,No 3D Structure,No 3D Structure
1264,SLC6A3,SNCA,Q01959,Q3T0G8,"8VBY, 8Y2C, 8Y2D, 8Y2E, 8Y2F, 8Y2G, 9EO4",No 3D Structure
1265,UBXN10,VCP,Q96LJ8,P42660,No 3D Structure,No 3D Structure
1266,ATXN3,UBC,Q9CVD2,P0CG48,No 3D Structure,"1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
1267,TNFRSF1A,TRAF6,Q15628,B6CJY4,"1F2H, 1F3V, 5XME, 6AC0, 7CSQ",No 3D Structure
1268,CLU,PON1,A1ZAB5,P27169,No 3D Structure,No 3D Structure
1269,CCL3,CCL4,M4IS88,M4IQQ5,No 3D Structure,No 3D Structure
1270,SRSF3,SRSF7,P84103,Q8BL97,"2I2Y, 2I38, 9ASQ",No 3D Structure
1271,PARK7,SOD1,Q5XJ36,P15107,No 3D Structure,1XSO
1272,HSP90AA1,HSP90AB1,A5A6K9,P08238,No 3D Structure,"1QZ2, 1UYM, 2L6J, 3FWV, 3NMQ, 3PRY, 3UQ3, 5FWK, 5FWL, 5FWM, 5FWP, 5UC4, 5UCH, 5UCI, 5UCJ, 6N8W, 6N8Y, 7ULJ, 7Z37, 7Z38, 7ZR0, 7ZR5, 7ZR6, 7ZUB, 8EOA, 8EOB, 8GAE, 8GFT, 8QMO"
1273,SRSF1,TRA2B,Q6PDM2,Q3ZBT6,1X4C,No 3D Structure
1274,SRSF1,SRSF7,Q6PDM2,Q8BL97,1X4C,No 3D Structure
1275,HNRNPK,PTBP1,P61979,P26599,No 3D Structure,"1QM9, 1SJQ, 1SJR, 2AD9, 2ADB, 2ADC, 2EVZ, 2N3O, 3ZZY, 3ZZZ, 8BGF, 8BWF"
1276,RBM14,SFPQ,Q8C2Q3,Q8VIJ6,No 3D Structure,No 3D Structure
1277,DHX9,EWSR1,Q5R874,Q61545,No 3D Structure,No 3D Structure
1278,SRSF1,SRSF2,Q6PDM2,Q62093,1X4C,No 3D Structure
1279,TREM2,APOE,Q9NZC2,P0DKW7,"5ELI, 5UD7, 5UD8, 6B8O, 6XDS, 6Y6C, 6YMQ, 6YYE, 6Z0G, 6Z0H, 6Z0I, 8T51, 8T59",No 3D Structure
1280,APOC2,APOA1,Q05020,P0DMA9,No 3D Structure,No 3D Structure
1281,VPS35,SNX6,Q2HJG5,Q6P8X1,No 3D Structure,No 3D Structure
1282,SMN1,SNRPG,P97801,P62308,No 3D Structure,"3CW1, 3JCR, 3PGW, 4PJO, 4V98, 4WZJ, 5MQF, 5O9Z, 5XJC, 5XJL, 5XJQ, 5XJR, 5XJT, 5XJU, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV, 6QW6, 6QX9, 6V4X, 6Y53, 6Y5Q, 7A5P, 7ABG, 7ABI, 7B0Y, 7DVQ, 7EVO, 7QTT, 7VPX, 7W59, 7W5A, 7W5B, 8C6J, 8CH6, 8H6E, 8H6J, 8H6K, 8H6L, 8HK1, 8I0P, 8I0R, 8I0S, 8I0T, 8I0U, 8I0V, 8I0W, 8Q7Q, 8Q7V, 8Q7W, 8Q7X, 8Q91, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8R7N, 8RC0, 8RM5, 8RO2, 8Y6O, 8Y7E, 9FMD, 9GBW, 9GC0, 9GCL"
1283,ISCA2,ISCA1,Q86U28,Q9BUE6,No 3D Structure,No 3D Structure
1284,IDH2,IDH3A,P28241,Q9D6R2,"3BLV, 3BLW, 3BLX",No 3D Structure
1285,UBQLN4,PSMD14,Q9NRR5,O35593,No 3D Structure,No 3D Structure
1286,TIMMDC1,NDUFB4,Q9NPL8,O95168,No 3D Structure,"5XTC, 5XTD, 5XTH, 5XTI"
1287,JAK3,STAT5B,Q62137,P51692,No 3D Structure,"6MBW, 6MBZ"
1288,HSP90AA1,PPP5C,A5A6K9,P53041,No 3D Structure,"1A17, 1S95, 1WAO, 2BUG, 3H60, 3H61, 3H62, 3H63, 3H64, 3H66, 3H67, 3H68, 3H69, 4ZVZ, 4ZX2, 5HPE, 5UI1, 5WG8, 7ZR5, 7ZR6, 8GAE, 8GFT"
1289,TYK2,STAT1,P29597,Q764M5,"3LXN, 3LXP, 3NYX, 3NZ0, 3ZON, 4GFO, 4GIH, 4GII, 4GJ2, 4GJ3, 4GVJ, 4OLI, 4PO6, 4PY1, 4WOV, 5C01, 5C03, 5F1Z, 5F20, 5TKD, 5WAL, 6AAM, 6DBK, 6DBM, 6NSL, 6NZE, 6NZF, 6NZH, 6NZP, 6NZQ, 6NZR, 6OVA, 6VNS, 6VNV, 6VNX, 6VNY, 6X8F, 6X8G, 7AX4, 7K7O, 7K7Q, 7UYR, 7UYS, 7UYT, 7UYU, 8EXN, 8EYC, 8S98, 8S99, 8S9A, 8TB5, 8TB6",No 3D Structure
1290,CXCL9,CXCL2,Q07325,P10889,No 3D Structure,"1MI2, 3N52"
1291,CXCR3,CXCL13,Q9JII9,O43927,No 3D Structure,"5CBA, 5CBE, 6VGJ, 7JNY"
