SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
1225,MRPS14,MRPS15,O60783,P82914,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
1226,MRPS15,MRPS5,P82914,P82675,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
1227,HNRNPA2B1,HNRNPL,P22626,Q8R081,"1X4B, 5EN1, 5HO4, 5WWE, 5WWF, 5WWG, 6WPQ, 6WQK, 7WM3, 8DU2, 8DUW, 8EC7, 8HNI","3S01, 3TYT"
1228,PSMA4,PSMD11,P25789,O00231,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1229,SNRNP70,SNRPG,P08621,P62308,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08","3CW1, 3JCR, 3PGW, 4PJO, 4V98, 4WZJ, 5MQF, 5O9Z, 5XJC, 5XJL, 5XJQ, 5XJR, 5XJT, 5XJU, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV, 6QW6, 6QX9, 6V4X, 6Y53, 6Y5Q, 7A5P, 7ABG, 7ABI, 7B0Y, 7DVQ, 7EVO, 7QTT, 7VPX, 7W59, 7W5A, 7W5B, 8C6J, 8CH6, 8H6E, 8H6J, 8H6K, 8H6L, 8HK1, 8I0P, 8I0R, 8I0S, 8I0T, 8I0U, 8I0V, 8I0W, 8Q7Q, 8Q7V, 8Q7W, 8Q7X, 8Q91, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8R7N, 8RC0, 8RM5, 8RO2, 8Y6O, 8Y7E, 9FMD, 9GBW, 9GC0, 9GCL"
1230,MRPL3,MRPL4,P09001,Q9BYD3,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1231,MRPL2,MRPL4,Q5T653,Q9BYD3,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1232,PSMA4,PSMC2,P25789,P35998,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1233,SNRNP70,SNRPD3,P08621,P62318,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08","1D3B, 3CW1, 3JCR, 3PGW, 3VRI, 4PJO, 4WZJ, 5MQF, 5O9Z, 5XJC, 5YZG, 5Z56, 5Z57, 5Z58, 6AH0, 6AHD, 6FF7, 6ICZ, 6ID0, 6ID1, 6QDV, 6QW6, 6QX9, 6V4X, 6Y53, 6Y5Q, 7A5P, 7ABG, 7ABI, 7B0Y, 7DVQ, 7EVO, 7QTT, 7VPX, 7W59, 7W5A, 7W5B, 8C6J, 8CH6, 8H6E, 8H6J, 8H6K, 8H6L, 8HK1, 8I0P, 8I0R, 8I0S, 8I0T, 8I0U, 8I0V, 8I0W, 8Q7Q, 8Q7V, 8Q7W, 8Q7X, 8Q91, 8QO9, 8QXD, 8QZS, 8R08, 8R09, 8R0A, 8R0B, 8R7N, 8RC0, 8RM5, 8RO2, 8Y6O, 8Y7E, 9FMD, 9GBW, 9GC0, 9GCL"
1234,MRPL23,MRPL41,Q16540,Q8IXM3,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1235,MRPL4,MRPL16,Q9BYD3,Q9NX20,"3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1236,NDUFA1,NDUFS6,O15239,O75380,"5XTC, 5XTD, 5XTH, 5XTI","5XTB, 5XTD, 5XTH, 5XTI"
1237,NDUFV3,NDUFA3,P56181,O95167,"5XTB, 5XTD, 5XTH, 5XTI","5XTC, 5XTD, 5XTH, 5XTI"
1238,MRPL4,MRPL22,Q9BYD3,Q9NWU5,"3IY9, 3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 5OOL, 5OOM, 6NU2, 6NU3, 6ZM5, 6ZM6, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1239,NDUFB11,NDUFV1,Q9NX14,Q91YT0,"5XTC, 5XTD, 5XTH, 5XTI","6G2J, 6G72, 6ZR2, 6ZTQ, 7AK5, 7AK6, 7B93, 7PSA, 8C2S, 8CA3, 8CA4, 8CA5, 8IAO, 8IAP, 8IB4, 8IB5, 8IB9, 8IBA, 8IBD, 8IBE, 8IC2, 8IC3, 8OLT, 8OM1, 8PW5, 8PW6, 8PW7, 8RGP, 8RGQ, 8RGR, 8RGT, 8UCA, 8XNL, 8XNM, 8XNN, 8XNO, 8XNP, 8XNQ, 8XNR, 8XNS, 8XNT, 8XNU, 8XNV, 8XNW, 8XNX, 8XNY, 8XNZ, 8XO0"
1240,MRPL47,MRPL22,Q9HD33,Q9NWU5,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 5OOL, 5OOM, 6NU2, 6NU3, 6ZM5, 6ZM6, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1241,MRPS2,MRPS5,Q9Y399,P82675,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
1242,MRPL23,MRPL47,Q16540,Q9HD33,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3"
1243,MRPS12,MRPS2,O15235,Q9Y399,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
1244,PSMC2,PSMD11,P35998,O00231,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q","5GJQ, 5GJR, 5L4K, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
1245,MRPS14,MRPS2,O60783,Q9Y399,"3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2","3J9M, 6NU2, 6NU3, 6RW4, 6RW5, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5I, 7A5K, 7L08, 7OG4, 7P2E, 7PNX, 7PNY, 7PNZ, 7PO0, 7PO1, 7PO2, 7PO3, 7QI4, 7QI5, 7QI6, 8ANY, 8CSP, 8CSQ, 8CSR, 8CSS, 8CST, 8CSU, 8K2A, 8OIR, 8OIS, 8QRK, 8QRL, 8QRM, 8QRN, 8XT0, 8XT2"
